"block","concentration","area"
"06053",0.171459807513661,7344.567895
"06055",233.708425511455,2918.972095
"06057",53.8496108464824,2326.968452
"06059",6441.25743386913,3742.532684
"06061",29.7904431333921,3761.336387
"06063",92.2345551210332,1389.733298
"06065",167.013247339695,23231.860539
"06067",60.6904745711124,3923.937253
"06069",3.16191676329507,3011.760361
"06071",234.592530686099,38149.924018
"06073",101.00009600281,14256.172569
"06075",206.24876581667,537.798174
"06077",837.95741243631,5631.169114
"06079",1.27687000025831,11803.366729
"06081",250.077609007629,2924.980774
"06083",3.14278466062033,10265.39358
"06085",372.46408048733,5147.809063
"06087",37.8390428815486,2396.822106
"06089",8.48953578753818,9655.77492600002
"06091",225.171045871679,2027.625266
"06093",51.2895937348886,3509.685876
"06095",527.091109686907,3577.234126
"06097",118.514437933593,3511.028772
"06099",383.516072800532,5978.990226
"06101",8.45553146917162,2402.048724
"06103",4.146457890846,6432.248104
"06105",1.49300570270868,2451.934574
"06107",100.866264742269,8527.774892
"06109",43.2335223526667,1839.854394
"06111",132.802768330189,8717.700769
"06113",18.2961651389871,4040.45844
"06115",0.483386309726379,2040.645907
"08001",57.5671867532875,4051.029544
"08005",54.2460049992985,2044.911246
"08011",0.00237527213561278,2984.258112
"08013",91.2749783132312,2922.684483
"08014",275.051808835353,132.636558
"08019",22.3315758423396,1166.519095
"08025",19.7122671582,430.875132
"08027",8.53103363572023,1721.089072
"08029",1.32061586420238,900.907408
"08031",331.567724605777,610.371196
"08035",29.1283177902433,3327.275254
"08039",2.10803452411034,2442.972533
"08041",40.6783846782444,7680.744039
"08043",9.62352754194269,3778.70853
"08045",1.05789296354159,1550.086746
"08047",47.9203664873358,593.15809
"08049",0.493062294742458,769.823643
"08055",18.3672007134155,1311.705808
"08059",309.33305102676,3055.523591
"08061",0.00211620253020356,2897.878507
"08067",2.6589016573641,1073.706197
"08069",20.5295264736953,7441.590652
"08071",10.5602745158325,56.661381
"08073",0.0770451818384979,0.229867
"08075",14.7072766118031,7024.09586899999
"08077",21.5883893152119,9192.707296
"08085",0.00087778113031137,11.747087
"08087",22.2355093456162,5107.122267
"08089",12.7714602255476,72.185434
"08093",7.68227015199191,1372.376345
"08095",3.13128452013703,617.966113
"08099",0.0169290782747213,5406.851215
"08101",136.042130900898,8989.247299
"08115",1.08284889181854,199.949586
"08119",7.82850439330515,2206.495493
"08121",6.19514761166073,6205.565322
"08123",24.8354752643582,14493.490561
"08125",20.4925171224649,6384.890093
"09001",722.323580284964,3304.273043
"09003",4778.05009977085,2963.124584
"09005",3143.32713033993,3728.708389
"09007",2931.77819855895,1733.220735
"09009",9795.63928438805,3403.025937
"09011",2760.32206012,3046.314755
"09013",1142.3826604016,1646.312336
"09015",401.477885899137,2058.409472
"10001",238.147410034206,3151.455251
"10003",1754.06193402465,1950.102801
"10005",165.92631335175,4722.81181
"11001",109.650967062698,269.774338
"12001",35.753853012655,3824.421966
"12003",21.6965583827683,2324.992499
"12005",54.7322129479085,4078.41995
"12007",8.05529648708633,1186.193558
"12009",0.101871950385953,6146.441662
"12011",99.4053062494321,4731.571899
"12013",17.1894309949326,2233.775516
"12015",0.0046897572813197,3388.022187
"12017",140.341721357417,3052.619543
"12019",28.2306041259705,2540.440224
"12021",5.16636120762756,1105.793983
"12023",56.9804008951629,3163.242406
"12027",0.0396520208437835,2286.244297
"12029",52.5685945694946,1465.641581
"12031",116.680883184968,3625.672716
"12033",121.899923604875,3452.942639
"12035",38.8190884386513,2253.352729
"12037",9.58508800824339,773.364638
"12039",17.5404276233655,2086.392217
"12041",25.0397399383271,1402.321598
"12043",225.845694294953,3893.776723
"12045",13.9936793971548,2946.684077
"12047",142.1816963767,2048.999262
"12049",39.3831794022879,2470.012561
"12051",298.226701347099,4386.469435
"12053",2.25550666183926,2325.18368
"12055",0.807440978114635,4366.13434
"12057",1046.01616444962,4996.524404
"12059",298.864911980171,1930.543558
"12061",0.134720497768385,2430.332741
"12063",452.673947512717,3047.91638
"12065",58.6170753715853,1940.730861
"12067",347.738922204289,2162.892871
"12069",19.165816176339,4567.176055
"12071",0.0136271698279544,4785.90841
"12073",11.3031456759295,2533.570373
"12075",56.610613615917,4466.62579
"12077",103.760823847049,3328.270148
"12079",289.025024896614,2825.235761
"12081",54.5389413548851,3523.89127
"12083",851.762791561711,6563.232455
"12085",40.7368561842611,2971.818293
"12086",88.6579813097888,9526.546201
"12087",0.00928839107391269,1702.747781
"12089",488.090560802923,2864.159897
"12091",6.0438937430288,4266.559999
"12093",16.2902617459274,3499.775058
"12095",0.643500151070541,3960.412537
"12097",0.793126718871729,5530.650885
"12099",138.292472481413,9407.795535
"12101",139.166194321359,3428.270213
"12103",193.780527323175,2400.616686
"12105",1025.48565579657,7936.791647
"12107",167.655514614368,3264.307593
"12109",37.8056463589416,3243.011618
"12111",2.96376453495867,2716.3463
"12113",93.6794577439383,4633.539388
"12115",1.58795659516556,2863.318701
"12117",0.415299738010806,1363.066084
"12119",113.515923098526,2288.888615
"12121",145.516620164553,2732.716159
"12123",1436.51099163133,4863.829808
"12125",6.14835141593429,985.909666
"12127",3.01712916464996,5654.6062
"12129",26.4926472702396,1536.271795
"12131",2.70569209012502,4720.010463
"12133",24.2595729558245,2030.486362
"13001",205.013298888967,2022.180563
"13003",365.151083692495,1360.067745
"13005",163.014419159511,1128.296103
"13007",257.775268844202,1378.242726
"13009",178.22048086511,1055.61744
"13011",292.265571473467,923.280862
"13013",799.9268212315,643.220944
"13015",701.394840063238,1855.79835
"13017",127.866256486709,1002.311065
"13019",178.891876480492,1807.510329
"13021",2469.39934166419,1008.065523
"13023",168.047617343516,865.030317
"13025",145.893180564728,1765.349619
"13027",75.0515874248431,1965.095194
"13029",782.561999028874,1793.988628
"13031",93.9315657401147,2718.386689
"13033",1295.04962455264,2991.189923
"13035",143.878913127993,742.301504
"13037",21.2058984482443,1041.504493
"13039",299.550624615635,3086.459407
"13043",17.8003896128481,982.380777
"13045",226.586869358935,1988.914462
"13047",1517.51514592583,641.321545
"13049",9.99938737267246,2695.735954
"13051",671.111348390742,2495.8927
"13053",302.283330583606,991.492141000001
"13055",650.595488859153,1237.783525
"13057",1298.65329607694,1714.832337
"13059",1667.26351849252,477.787833
"13061",23.8776046460908,857.484637
"13063",3945.92528357683,569.75764
"13065",86.0997335584237,3252.74939
"13067",1394.85693616092,1359.996338
"13069",1507.57867356013,2378.990377
"13071",462.332302088422,2197.357805
"13073",2616.46677285356,1214.275534
"13075",93.2218186443724,920.584074
"13077",717.365672850426,1759.884979
"13079",498.192934827684,1288.687113
"13081",77.2518535207096,1109.064626
"13083",727.144329408305,687.499454
"13085",264.215639202208,846.392285
"13087",104.037020548518,2459.991711
"13089",4551.7641747539,1070.348619
"13091",0.9791743625577,1978.226524
"13093",180.545101031258,1568.297277
"13095",207.259875818266,1320.97517
"13097",2318.01162988879,793.56843
"13099",488.575324491861,2038.295298
"13101",108.058273150703,1660.816853
"13103",92.2590281062158,1906.391598
"13105",111.432550819927,1477.240005
"13107",5.46596407005169,2264.298243
"13109",43.645662369657,737.675692
"13111",77.9683875960941,1310.254411
"13113",2952.89765487946,786.830102
"13115",2903.28301288021,2046.668807
"13117",651.339080104044,975.699225
"13119",338.841085365999,1051.827389
"13121",7987.42843536259,2109.271931
"13123",79.7266860352931,1680.40859
"13125",68.7622310180607,570.234809
"13127",676.562896616379,2310.289221
"13129",692.405371055769,1413.391537
"13131",326.019224002527,1816.915381
"13133",285.748392304519,1603.535505
"13135",2530.67094224137,1724.19559
"13137",106.11725985322,1101.463621
"13139",616.560857595844,1694.667849
"13141",39.8398350288967,1889.613877
"13143",403.658804181829,1117.851006
"13145",107.261248038819,1867.021746
"13147",217.34374539712,1014.311999
"13149",38.1200640462532,1188.587812
"13151",1319.50959624237,1289.059419
"13153",286.155939798641,1499.759745
"13155",167.996425949076,1432.02748
"13157",577.831116621484,1354.401918
"13159",413.859212139832,1474.274594
"13161",140.360210597572,1324.003966
"13163",407.260132409936,1299.314191
"13165",54.6273109886503,1391.39991
"13167",1.47590986638298,1210.288343
"13169",524.226126369227,1560.929118
"13171",74.4481054395681,733.590955
"13173",119.202890963283,788.675812
"13175",13.2004985980592,3230.956024
"13177",25.6514542176991,1427.958219
"13179",2998.33718771064,2378.507276
"13181",240.485395672771,1015.694431
"13183",1658.121039854,1594.068967
"13185",264.376251368938,2015.51302
"13187",67.7509256476786,1121.874345
"13189",1073.22372244084,1051.57984
"13191",873.528212058021,2265.480767
"13193",145.523070216344,1602.669244
"13195",405.50948026015,1127.374507
"13197",129.425852749532,1450.65091
"13199",79.9433115753145,1995.11598
"13201",122.899344741375,1119.77825
"13205",1943.79168576957,2028.350997
"13207",478.753816928274,1570.374898
"13209",6.03453399778573,965.941986
"13211",1209.72213375224,1399.882747
"13213",290.93004748236,1368.626777
"13215",759.491644376018,872.431642
"13217",1716.17656050038,1102.149745
"13219",430.828646285456,735.714057
"13221",362.561658895608,1744.967749
"13223",600.781895616718,1240.87742
"13225",369.124345205728,597.271562
"13227",311.802354406696,918.645142
"13229",265.545313853142,1354.920045
"13231",32.0007038504681,866.113602
"13233",1643.40474118691,1232.191065
"13235",46.7490186761552,991.653011
"13237",177.983139175626,1423.825602
"13239",99.8318368898125,633.837175
"13241",31.1360813548988,1487.766964
"13243",23.7790483652814,1700.898247
"13245",8813.35185277648,1297.128502
"13247",1975.43864015265,521.457248
"13249",259.424434501157,662.49382
"13251",416.527036927232,2589.076385
"13253",62.8587000087504,1012.767157
"13255",164.577831220237,787.897007
"13257",816.434959638447,727.130618
"13259",244.493742771864,1830.131142
"13261",71.5121623027412,1944.780753
"13263",45.5349870788361,1558.338262
"13265",60.2020211517065,771.145005
"13267",148.397024676644,1927.78686
"13269",63.9505885258965,1498.877833
"13271",50.3928085635204,1469.585895
"13273",4.22025533504792,1333.099513
"13275",367.263430465264,2179.914824
"13277",56.7086608359278,1061.053579
"13279",10.6518606650179,1464.510879
"13281",0.130702480889112,678.906294
"13283",0.657818055529822,799.178489
"13285",160.567032569125,1760.457349
"13287",23.1779949331425,1144.716893
"13289",1340.64206802365,1431.518396
"13291",1.32491829202608,1298.761488
"13293",17.0316689610187,1293.034127
"13295",1457.31608942269,1764.657208
"13297",565.754342726495,1302.689544
"13299",86.6717273556444,3099.515705
"13301",121.07953741127,1131.715829
"13303",4.7411875453205,2487.27881
"13305",1207.70786079992,2561.158964
"13307",75.033683557725,830.020936
"13309",4.60835672809235,1185.323701
"13311",33.9056641089308,956.1296
"13313",857.312744494389,1148.952825
"13315",36.3400502046001,1508.453105
"13317",60.6843994186601,1871.515406
"13319",558.299677077695,1784.094201
"13321",170.573548670196,2268.87656
"16001",800.067973366494,4186.224027
"16005",3202.46744028538,3781.271863
"16007",8918.10317684788,1902.010659
"16009",345.515083240771,3034.337252
"16011",209.027784240655,8366.500187
"16013",1.25893990959678,7963.666863
"16015",151.615125366525,2570.712487
"16017",4.77007223470318,3305.675283
"16019",617.617049602839,4867.569008
"16021",0.000421485379138864,46.104205
"16023",39.6306691803032,6461.657232
"16025",7.54853901174822e-05,2510.369092
"16027",3312.10674145961,2382.53051
"16029",16373.4420757101,7089.869584
"16031",6.44045388691012,6714.258511
"16033",0.687353267384799,732.496702
"16035",33.2850955875092,216.359825
"16037",0.0558379057792756,1386.619653
"16039",7.77389322481338,6214.185327
"16041",2915.2626550507,2307.097263
"16043",0.00247016968847103,3222.945375
"16045",571.973174011143,1314.4553
"16047",0.0460136765668854,2422.968645
"16049",22.6033104324913,2780.011156
"16051",1.65050572399446,3603.395404
"16053",2.64678214548932,2377.030686
"16055",83.6386383278025,5193.503067
"16057",106.720261250221,2853.678857
"16059",4.86601402884215,7443.235254
"16061",53.4933272046314,1048.170183
"16063",0.916272910449712,4452.108645
"16065",0.0157786472978954,1868.101507
"16067",13.193756069354,2258.761585
"16069",258.734470825525,3253.643045
"16071",17.5856852300477,2434.079569
"16073",81.0206870817196,7485.76620300001
"16075",443.923876498055,1266.688465
"16077",4.25835944592861,3545.457753
"16079",1.51255544402575,7594.260962
"16081",0.000702727226570574,854.846323
"16083",0.626820739309481,5690.026071
"16087",0.00272556206407811,2133.789179
"17001",394.854932748754,3439.655672
"17003",290.831552557065,997.158704
"17005",52.5575879089465,1510.964507
"17007",511656.134373459,1113.307289
"17009",6.06552844464566,1212.707364
"17011",1356.35353021776,3448.197261
"17013",139.842943101612,1119.436413
"17015",3786.50717872557,1840.983323
"17017",0.489027916431631,1514.927455
"17019",661.382004439147,3941.214218
"17021",168.967656962487,2825.026773
"17023",832.145452459134,1992.795659
"17025",26.041935799702,1853.746014
"17027",76.3417955105495,1986.685159
"17029",509.166612857637,2013.555083
"17031",13045.2192815014,6451.556963
"17033",1181.83065076077,1759.88664
"17035",77.5080806157048,1369.809576
"17037",21020.7999028468,2505.343137
"17039",2155.71019777867,1599.088291
"17041",1616.44233320355,1647.009856
"17043",16497.8113985613,1328.00091
"17045",2614.41683179817,2463.256587
"17047",164.208372508856,879.199783
"17049",11.3778282296475,1894.852966
"17051",48.5309263513839,2863.325509
"17053",149.398348849657,1919.463697
"17055",3.39473912759444,1703.14683
"17057",64.9014655424922,3483.995402
"17059",655.105456810621,1295.520942
"17061",27.3464863317217,1447.848523
"17063",3102.31693955733,1699.212031
"17065",44.6974664987795,1720.701403
"17067",1140.85480877748,3214.864087
"17069",360.728112010197,690.344952
"17071",1700.84873845827,1560.147688
"17073",1169.73392243893,3259.266723
"17075",87.0958004802161,4417.022436
"17077",56.5924152196106,2377.922604
"17079",109.678065975394,1966.350599
"17081",40.2596457068497,2304.520504
"17083",561.542514819719,1488.729634
"17085",1215.7163179501,2442.464027
"17087",39.3252567198289,1377.153316
"17089",9078.59001089337,2069.312341
"17091",809.212495192632,2689.71992
"17093",1782.7106324225,1272.37633
"17095",126.401386653701,2841.498565
"17097",5345.70904551184,4696.63889
"17099",6685.91073247077,4532.329005
"17101",207.34834418723,1476.926149
"17103",3383.9733453491,2877.582289
"17105",319.862781028256,4128.847925
"17107",271.23646510789,2443.244283
"17109",251.573198033194,2329.78489
"17111",27896.7351985927,2411.215772
"17113",155.649703849359,4682.860134
"17115",2683.8650506428,2312.733077
"17117",246.093591822924,2318.461316
"17119",2133.41899407952,2923.407212
"17121",290.548346906498,2273.931466
"17123",744.499217317448,1573.153502
"17125",72.9051343488452,2224.304768
"17127",1499.58385016478,954.57596
"17129",2.77202197610587,1245.284762
"17131",460.410191428567,2244.943811
"17133",2071.82341499382,1571.268347
"17135",16.5954992097884,2797.75288
"17137",0.128032398161455,2231.126535
"17139",585.068369075913,1359.842442
"17141",24023.0826613301,3011.931721
"17143",482.953627192392,2489.321756
"17145",21.4021610771623,1764.364333
"17147",940.684919330509,1734.79496
"17149",194.785720376629,3351.016353
"17151",940.464125897909,1477.016239
"17153",333.922369675611,802.256719
"17155",3129.60458901553,679.861053
"17157",238.715899578717,2357.501908
"17159",77.6078511433898,1428.608654
"17161",1933.84463969395,1781.484828
"17163",1692.74715810923,2660.73672
"17165",83.9674567267539,1526.82731
"17167",58.2073034235081,3462.081195
"17169",11.9733229592075,1742.182215
"17171",4.32814201058274,997.828862
"17173",96.6581237508463,3031.988284
"17175",303.146773281667,1138.287761
"17177",6799.44560910803,2230.599778
"17179",443.977940915429,2597.230726
"17181",172.677117549219,1666.45119
"17183",5472.6153406037,3557.839586
"17185",291.353491371923,898.090292
"17187",292.26719373395,2143.7192
"17189",34.3549664827109,2226.045387
"17191",18.5677999664451,2824.419882
"17193",481.513607976328,1981.125193
"17195",12499.7956741222,2749.571003
"17197",2743.91246909707,3352.359392
"17199",7.85209647990078,1754.101343
"17201",127163.404969925,2049.765508
"17203",161.854263703758,2142.1004
"18001",2613.4744095513,1342.030052
"18003",888.246890789004,2605.466186
"18005",10720.2963374381,1616.614734
"18007",312.904485535068,1604.712183
"18009",13996.0560632432,653.645582
"18011",3986.8163043241,1670.802207
"18013",1548.10254233748,1249.916814
"18015",4345.73892997192,1480.406114
"18017",2569.61806904447,1637.633612
"18019",18594.5384697682,1486.054132
"18021",144.666695158709,1422.386903
"18023",13437.1523560181,1599.740662
"18025",655.263303983685,1218.684443
"18027",237.959651372716,1724.578031
"18029",28728.3276439609,1213.54207
"18031",1073.26517889366,1473.712372
"18033",3946.44857262889,1436.316703
"18035",26428.4957823097,1562.875497
"18037",247.907383183158,1718.499443
"18039",2055.79156109201,1847.334322
"18041",391.994102726179,849.363919
"18043",12514.8941840977,588.021342
"18045",4936.08535667616,1570.651962
"18047",2193.70391861633,1543.686971
"18049",226.51087893355,1465.589176
"18051",2614.07964609052,1970.48294
"18053",4675.10620355584,1637.829629
"18055",53.7106425780611,2155.037649
"18057",4005.28288643846,1588.643619
"18059",1372.09039620662,1211.998026
"18061",5510.60223354754,1920.571897
"18063",2728.32752936112,1613.669595
"18065",11394.3490603054,1558.615829
"18067",27925.7613335363,1160.272757
"18069",227.073875712597,1530.556506
"18071",1092.99174335725,2028.704917
"18073",411.433011545156,2216.101955
"18075",57172.2315508103,1516.18544
"18077",2230.53236216061,1432.516721
"18079",1192.11281408447,1493.545814
"18081",2368.36902571719,1270.282109
"18083",274.648480710977,2068.693937
"18085",1041.99576974944,2188.498057
"18087",479.112012647067,1526.530414
"18089",4930.11614939227,2473.368245
"18091",8770.42782301076,2420.877871
"18093",330.22398182776,1784.011508
"18095",2221.742040667,1787.861312
"18097",8583.2165803553,1590.894764
"18099",1567.90954945319,1775.382307
"18101",33.2656937679147,1343.77277
"18103",4596.20348764661,1489.758422
"18105",468.523213650462,1623.708318
"18107",2472.3899722778,1995.269911
"18109",953.331514680023,1616.235136
"18111",100.028282168482,1592.585972
"18113",794.92131061965,1647.838405
"18115",10039.4747916816,345.156072
"18117",317.496344356814,1611.355105
"18119",74.7136678093811,1530.959709
"18121",1018.91909437488,1776.314052
"18123",1226.71240796928,1524.898948
"18125",578.735115734426,1346.484886
"18127",5025.72219814587,2059.843464
"18129",1818.71585521596,1655.299922
"18131",655.966359313816,1715.342542
"18133",279.609278174643,1905.453912
"18135",381141.893535279,1789.480641
"18137",2383.89437005724,1768.737728
"18139",322.172852479045,1612.418397
"18141",3202.58636122597,1821.342852
"18143",2085.0743590153,760.889137
"18145",2638.69009484715,1629.372916
"18147",4428.17278578674,1584.651376
"18149",4888.80283688379,1232.447468
"18151",1276.20158596542,1272.871692
"18153",308.749479687971,1792.646693
"18155",6267.2791077581,882.034417
"18157",2911.50434258305,1986.580953
"18159",9070.95649563237,1028.596871
"18161",1561.0736290067,652.045024
"18163",3319.90127791017,932.922903
"18165",5800.67551129295,1026.089456
"18167",1625.645120792,1620.274387
"18169",1799.42746235866,1661.82677
"18171",4111.26714650463,1446.408301
"18173",3421.07556594408,1543.70819
"18175",1721.10501968991,2039.303183
"18177",22048.9886570304,1596.154686
"18179",1159.39980749233,1461.575469
"18181",367.649161386351,2008.035041
"18183",829.947868428097,1333.934692
"19001",123.300396720718,2251.18572
"19003",126.212676741948,1679.70796
"19005",26.8571824315312,2600.53841
"19007",897.056318075874,2037.894582
"19009",27.8992727108358,1750.366361
"19011",1009.63845670929,2836.274958
"19013",1266.09518329843,2260.685321
"19015",101.838491107533,2264.476661
"19017",431.325246565419,1734.577126
"19019",368.895344409419,2262.404991
"19021",97.7472938348084,2290.476635
"19023",582.577381716691,2296.505602
"19025",41.9419272153244,2258.456386
"19027",57.3893540840321,2251.150828
"19029",19.8386549934518,1928.526761
"19031",613.21788423845,2297.084654
"19033",762.06358018545,2270.309627
"19035",324.493262326287,2278.011367
"19037",553.545444384544,1996.100174
"19039",0.588767832073772,976.800245999999
"19041",151.57773575104,2260.336955
"19043",88.1270620808192,3129.079888
"19045",7353.78278447416,2803.45554
"19047",76.3617742249209,2822.651217
"19049",80.3734626882493,2335.7642
"19051",167.249931797238,1992.939087
"19053",1.19148721771371,405.280117
"19055",700.160046771178,2285.420499
"19057",8149.06148159327,1696.46327
"19059",339.895201195034,1594.653293
"19061",630.464983623417,2434.188324
"19063",2054.32945444621,1588.981723
"19065",218.583802026463,2886.945776
"19067",534.098181884412,1979.236736
"19069",976.691989902572,2299.541676
"19071",92.1227575466283,2039.450089
"19073",242.860332736338,2254.903617
"19075",316.301503388784,1981.251134
"19077",326.306753170766,2341.186236
"19079",262.652172851526,2279.749143
"19081",1231.92711995282,2262.099697
"19083",520.390939026752,2250.070188
"19085",167.722651945884,2769.763945
"19087",755.425135458064,1723.344924
"19089",103.654285487058,1869.582356
"19091",233.514179295515,1719.821843
"19093",186.348559100208,1705.539516
"19095",477.663374672079,2319.160558
"19097",1399.50499055546,2564.356455
"19099",3415.41791284492,2893.381069
"19101",224.569397756286,1724.590471
"19103",1167.66328063135,2459.912395
"19105",561.030354710355,2277.756003
"19107",47.9086184717366,2289.280617
"19109",221.18414449685,3846.19022
"19111",3737.43193358132,2127.208939
"19113",5384.92507213494,2860.016018
"19115",730.278865191539,1648.183595
"19117",34.3404149460958,1444.4068
"19119",51.6938107546681,2320.288946
"19121",55.2693059870247,2219.142911
"19123",345.694217811491,2263.515149
"19125",386.984457541775,2252.111634
"19127",1917.30045113349,2262.726154
"19129",100.216927898563,1739.466841
"19131",232.256885126144,1853.626882
"19133",27.9066434680523,2759.071215
"19135",237.530999549385,1714.433123
"19137",20.3331560345909,1677.813134
"19139",1513.70488884636,1772.962402
"19141",266.730651018559,2262.76693
"19143",78.7313887855093,1576.626976
